<<<<<<< HEAD
Rating,Review
5 stars,"For the last four years, I have been doing dialysis at Deoyani Hospital. The dialysis was covered under Mahatma Phule Jan Aarogya Yojana. I have not spent a single rupee for all my dialysis sessions. In the COVID times too, the dialysis unit was running continuously and special mention to Dr Limaye sir who has continued the unit and hospital for all the patients. The entire dialysis and the admin staff were very helpful too. The have helped us a lot for renewal the schemes and also in all our emergency situations. I definitely recommend ""Deoyani Hospital"" for all the medical treatments and other emergencies. Thanks! "
5 stars,"Hospital is well maintained, clean . staff and doctors are well experienced, polite , taking very good care of patients. We suggest for all patients to visit first in this hospital before going any other hospital. "
5 stars,"My father underwent angioplasty surgery at Deoyani hospital, Kothrud, Pune.
Thank you very much to all the doctors, sisters, brothers and aunts for the proper and careful help.
We got the benefit of Mahatma Phule Health Scheme.
Also, I express my sincere thanks to all the staff working here, I hope that the common people will continue to get good service from us, thank you. "
5 stars,Very good hospital and high quality service all staff neata and tidy.I am happy for hospital facilities and service 
5 stars,"Very clean,trained and obedient staff,polite and caring , efficient and highly skilled doctors,all facilities in-house
Very Very happy for our treatment in this hospital "
5 stars,"Very clean,trained and obedient staff,polite and caring , efficient and highly skilled doctors,all facilities in-house
Very Very happy for our treatment in this hospital "
5 stars,"Excellent super specialty hospital ! Very good services. Doctors and Nursing staff is very polite and attentive.
100% recommended...... "
5 stars,"Very clean and tidy hospital.nursing staff ,Dr.staff, reception staff are very politely behaviour. Service wise very very good hospital and I'm satisfied.Deoyani is a good hospital in Kothrud. "
5 stars,"Cooperative staff with best doctors available,, placed at excellent location..... "
4 stars,I have taken treatment here. All doctors and staff are cooperated well. Happy and satisfied with all services. 
5 stars,very well environment.caring and well knowledgeable staff. clean and hygienic hospital.all facilities in house there. 
4 stars,"I'm Bharat Singh, patient of this hospital, i was admitted on 6th jan, my Kidney stone treatment completed on 7th jan 2023 under Dr. Pawan sir,  my family also very happy with his treatment , giving blessings him and his all Deoyani team. Thank you . "
5 stars,"We admitted for kidney stones and operation was super smooth ..we are really happy with this service..

Thanks for everything.
Guys do visit once. "
=======
Rating,Review
